Field_Name,Tooltip,Field_Type,Needs_Review,Review_Reasons,Matched_Rules,Match_Explanations,Domains,Persona,Biographical_Subcategories,Part,Part_Num,Line,Subline,Base_Field_Type,Position
Pt8Line1b_PreparerGivenName[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Full Name. 1. B. Enter Preparer's Given Name (First Name).",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 8,8,Line 1,b,PreparerGivenName,0
Pt8Line2_BusinessName[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Full Name. 2. Enter Preparer's Business or Organization Name, if any.",Tx,False,,,,"[('biographical', 0.3), ('employment', 0.3)]","[('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 8,8,Line 2,,BusinessName,0
Pt8Line3_AptSteFlrNumber[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. B. Enter Apartment, Suite or Floor Number.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,AptSteFlrNumber,0
Pt8Line3_CityOrTown[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. C. Enter City or Town.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,CityOrTown,0
Pt8Line3_Country[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. H. Enter Country.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,Country,0
Pt8Line3_PostalCode[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. G. Enter Postal Code.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,PostalCode,0
Pt8Line3_Province[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. F. Enter Province.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,Province,0
Pt8Line3_State[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. D. Select State from List of States.",Ch,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,State,0
Pt8Line3_StreetNumberName[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. A. Enter Street Number and Name.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 8,8,Line 3,,StreetNumberName,0
Pt8Line3_Unit[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. B. Select Apartment.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,Unit,0
Pt8Line3_Unit[1],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. B. Select Suite.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,Unit,1
Pt8Line3_Unit[2],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. B. Select Floor.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,Unit,2
Pt8Line3_ZipCode[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Mailing Address. 3. E. Enter Zip Code.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 3,,ZipCode,0
Pt8Line4_DaytimePhoneNumber[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Contact Information. 4. Enter Preparer's Daytime Telephone Number.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 4,,DaytimePhoneNumber,0
Pt8Line5_PreparerFaxNumber[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Contact Information. 5. Enter Preparer's Mobile Telephone Number, if any.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 5,,PreparerFaxNumber,0
Pt8Line6_Email[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Contact Information. 6. Enter Preparer's Email Address, if any.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 6,,Email,0
Pt8Line7_Checkbox[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Statement. 7. A. Select I am not an attorney or accredited representative but have prepared this petition on behalf of the petitioner and with the petitioner's consent.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 7,,Checkbox,0
Pt8Line7_Checkbox[1],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the petitioner in this case extends / does not extend beyond the preparation of this petition.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 7,,Checkbox,1
Pt8Line7b_Checkbox[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the petitioner in this case extends beyond the preparation of this petition. NOTE: If you are an attorney or accredited representative whose representation extends beyond preparation of this petition, you may be obliged to submit a completed Form G - 28, Notice of Entry of Appearance as Attorney or Accredited Representative, with this petition.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3), ('immigration', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 7,b,Checkbox,0
Pt8Line7b_Checkbox[1],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the petitioner in this case does not extend beyond the preparation of this petition.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 7,b,Checkbox,1
Pt8Line8a_Signature[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner Preparer's Signature. 8. A. Preparer's Signature. This signature field can not be signed with a digital signature and the signee's name can not be typewritten into this space. This is a protected field. Print and sign in ink.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 8,8,Line 8,a,Signature,0
Pt8Line8b_DateofSignature[0],"Part 8. Contact Information, Declaration, and Signature of the Person Preparing this Petition, if Other Than the Petitioner. Preparer's Signature. 8. B. Enter Date of Signature. Enter as 2 digit month, 2 digit day and 4 digit year.",Tx,False,,date(1.50),Date field,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 8,8,Line 8,b,DateofSignature,0
Pt9Line3a_PageNumber[0],Part 9. Additional Information. 3. A. Enter Page Number.,Tx,False,,,,[],[],[],Part 9,9,Line 3,a,PageNumber,0
Pt9Line3b_PartNumber[0],Part 9. Additional Information. 3. B. Enter Part Number.,Tx,False,,,,[],[],[],Part 9,9,Line 3,b,PartNumber,0
Pt9Line3c_ItemNumber[0],Part 9. Additional Information. 3. C. Enter Item Number.,Tx,False,,,,[],[],[],Part 9,9,Line 3,c,ItemNumber,0
Pt9Line3d_AdditionalInfo[0],Part 9. Additional Information. 3. D. Enter Additional Information.,Tx,True,No persona identified,,,"[('biographical', 0.3)]",[],[],Part 9,9,Line 3,d,AdditionalInfo,0
Pt9Line4a_PageNumber[0],Part 9. Additional Information. 4. A. Enter Page Number.,Tx,False,,,,[],[],[],Part 9,9,Line 4,a,PageNumber,0
Pt9Line4b_PartNumber[0],Part 9. Additional Information. 4. B. Enter Part Number.,Tx,False,,,,[],[],[],Part 9,9,Line 4,b,PartNumber,0
Pt9Line4c_ItemNumber[0],Part 9. Additional Information. 4. C. Enter Item Number.,Tx,False,,,,[],[],[],Part 9,9,Line 4,c,ItemNumber,0
Pt9Line4d_AdditionalInfo[0],Part 9. Additional Information. 4. D. Enter Additional Information.,Tx,True,No persona identified,,,"[('biographical', 0.3)]",[],[],Part 9,9,Line 4,d,AdditionalInfo,0
Pt9Line5a_PageNumber[0],Part 9. Additional Information. 5. A. Enter Page Number.,Tx,False,,,,[],[],[],Part 9,9,Line 5,a,PageNumber,0
Pt9Line5b_PartNumber[0],Part 9. Additional Information. 5. B. Enter Part Number.,Tx,False,,,,[],[],[],Part 9,9,Line 5,b,PartNumber,0
Pt9Line5c_ItemNumber[0],Part 9. Additional Information. 5. C. Enter Item Number.,Tx,False,,,,[],[],[],Part 9,9,Line 5,c,ItemNumber,0
Pt9Line5d_AdditionalInfo[0],Part 9. Additional Information. 5. D. Enter Additional Information.,Tx,True,No persona identified,,,"[('biographical', 0.3)]",[],[],Part 9,9,Line 5,d,AdditionalInfo,0
Pt9Line6a_PageNumber[0],Part 9. Additional Information. 6. A. Enter Page Number.,Tx,False,,,,[],[],[],Part 9,9,Line 6,a,PageNumber,0
Pt9Line6b_PartNumber[0],Part 9. Additional Information. 6. B. Enter Part Number.,Tx,False,,,,[],[],[],Part 9,9,Line 6,b,PartNumber,0
Pt9Line6c_ItemNumber[0],Part 9. Additional Information. 6. C. Enter Item Number.,Tx,False,,,,[],[],[],Part 9,9,Line 6,c,ItemNumber,0
Pt9Line6d_AdditionalInfo[0],Part 9. Additional Information. 6. D. Enter Additional Information.,Tx,True,No persona identified,,,"[('biographical', 0.3)]",[],[],Part 9,9,Line 6,d,AdditionalInfo,0
Pt9Line7b_PartNumber[0],Part 9. Additional Information. 7. B. Enter Part Number.,Tx,False,,,,[],[],[],Part 9,9,Line 7,b,PartNumber,0
Pt9Line7c_ItemNumber[0],Part 9. Additional Information. 7. C. Enter Item Number.,Tx,False,,,,[],[],[],Part 9,9,Line 7,c,ItemNumber,0
Pt9Line7d_AdditionalInfo[0],Part 9. Additional Information. 7. D. Enter Additional Information.,Tx,True,No persona identified,,,"[('biographical', 0.3)]",[],[],Part 9,9,Line 7,d,AdditionalInfo,0
Pt9Line9a_PageNumber[0],Part 9. Additional Information. 7. A. Enter Page Number.,Tx,False,,,,[],[],[],Part 9,9,Line 9,a,PageNumber,0
PtLine20a_FamilyName[0],"Part 2. Information About You (Petitioner). Names of All Your Spouses, if any. Provide information on your current spouse (if currently married) first and then list all your prior spouses, if any. Spouse 1. 20. A. Enter Family Name (Last Name).",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('family', 1.8)]","[('core_identity', 1.8), ('marital_status', 1.7)]",,,Line 20,a,FamilyName,0
USCISOnlineAcctNumber[0],"To be completed by an attorney or accredited representative, if any. Enter Attorney or Accredited Representative U S C I S Online Account Number, if any.",Tx,False,,,,[],"[('preparer', 1.5)]",[],,,,,USCISOnlineAcctNumber,0
VolagNumber[0],"To be completed by an attorney or accredited representative, if any. Enter Volag Number, if any.",Tx,False,,,,"[('immigration', 0.3)]","[('preparer', 1.5)]",[],,,,,VolagNumber,0
AttorneyStateBarNumber[0],"To be completed by an attorney or accredited representative, if any. Enter Attorney State Bar Number, if applicable.",Tx,False,,,,"[('office', 2.0)]","[('preparer', 2.0)]",[],Office,,,,AttorneyStateBarNumber,0
CheckBox1[0],"To be completed by an attorney or accredited representative, if any. Select this box if Form G-28 is attached.",Btn,False,,boolean(2.00),Field type is button/checkbox,[],"[('preparer', 1.5)]",[],,,,,CheckBox1,0
P2Line26a_I94[0],Part 1. Information About You (Person applying for lawful permanent residence). Recent Immigration History. If you were issued a Form I-94 Arrival-Departure Record Number. 26. A. Enter Form I - 94 Arrival-Departure Record Number.,Tx,False,,composite(1.50),Document number field,"[('immigration', 0.6), ('biographical', 0.3)]","[('applicant', 2.0)]","[('contact_info', 1.6)]",Part 2,2,Line 26,a,I94,0
PDF417BarCode1[0],PDF417BarCode1,Tx,True,No persona identified,,,"[('office', 2.0), ('office', 0.6)]",[],[],BarCode 1,1,,,BarCode,0
Part11_NameofLanguage[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Certification. I certify, under penalty of perjury, that: I am fluent in English and (enter language), which is the same language specified in Part 10., Item Number 1. B., and I have read to this applicant in the identified language every question and instruction on this application and his or her answer to every question. The applicant informed me that he or she understands every instruction, question, and answer on the application, including the Applicant's Declaration and Certification, and has verified the accuracy of every answer.",Tx,False,,,,[],[],[],Part 11,11,,,Part11_NameofLanguage,0
Part12Line7_Checkbox[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Statement. 7. A. Select I am not an attorney or accredited representative but have prepared this application on behalf of the applicant and with the applicant's consent.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 7,,Checkbox,0
Part12Line7_Checkbox[1],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the applicant in this case extends / does not extend beyond the preparation of this application. NOTE: If you are an attorney or accredited representative, you may be obliged to submit a completed Form G-28, Notice of Entry of Appearance as Attorney or Accredited Representative, with this application.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3), ('immigration', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 7,,Checkbox,1
Part12Line7b_Extend[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the applicant in this case extends beyond the preparation of this application.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 7,b,Extend,0
Part12Line7b_NotExtend[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Statement. 7. B. Select I am an attorney or accredited representative and my representation of the applicant in this case does not extend beyond the preparation of this application.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 7,b,NotExtend,0
Pt10Line1_English[0],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. Applicant's Statement. 1. B. Select The interpreter named in Part 11. read to me every question and instruction on this application and my answer to every question in a language in which I am fluent, and I understood everything.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 10,10,Line 1,,English,0
Pt10Line1_English[1],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. NOTE: Read the Penalties section of the Form I-485 Instructions before completing this part. You must file Form I - 4 85 while in the United States. Applicant's Statement. NOTE: Select the box for either Item Number 1. A. or 1. B. If applicable, select the box for Item Number 2. 1. A. Select I can read and understand English, and I have read and understand every question and instruction on this application and my answer to every question.",Btn,False,,,,[],[],[],Part 10,10,Line 1,,English,1
Pt10Line1b_Language[0],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. Applicant's Statement. 1. B. Enter Language.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0)]","[('contact_info', 1.6)]",Part 10,10,Line 1,b,Language,0
Pt10Line2_PreparerCB[0],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. Applicant's Statement. 2. Select At my request, the preparer named in Part 12. prepared this application for me based only upon information I provided or authorized.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 10,10,Line 2,,PreparerCB,0
Pt10Line2_Preparer[0],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. Applicant's Statement. 2. Enter Name of Preparer.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 10,10,Line 2,,Preparer,0
Pt10Line3_DaytimePhone[0],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. Applicant's Contact Information. 3. Enter Applicant's Daytime Telephone Number.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0)]","[('contact_info', 1.6)]",Part 10,10,Line 3,,DaytimePhone,0
Pt10Line4_MobilePhone[0],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. Applicant's Contact Information. 4. Enter Applicant's Mobile Telephone Number, if any.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0)]","[('contact_info', 1.6)]",Part 10,10,Line 4,,MobilePhone,0
Pt10Line5_Email[0],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. Applicant's Contact Information. 5. Enter Applicant's Email Address, if any.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0)]","[('contact_info', 1.6)]",Part 10,10,Line 5,,Email,0
Pt10Line6b_Date[0],"Part 10. Applicant's Statement, Contact Information, Declaration, Certification, and Signature. Applicant's Signature. 6. B. Date of Signature. Enter as 2 digit month, 2 digit day and 4 digit year.",Tx,False,,date(1.50),Date field,"[('biographical', 0.3)]","[('applicant', 2.0)]","[('contact_info', 1.6)]",Part 10,10,Line 6,b,Date,0
Pt11Line1a_FamilyName[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Provide the following information about the interpreter. Interpreter's Full Name. 1. A. Enter Interpreter's Family Name (Last Name).",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 11,11,Line 1,a,FamilyName,0
Pt11Line1b_GivenName[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Full Name. 1. B. Enter Interpreter's Given Name (First Name).",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 11,11,Line 1,b,GivenName,0
Pt11Line2_OrgName[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Full Name. 2. Enter Interpreter's Business or Organization Name, if any.",Tx,False,,,,"[('biographical', 0.3), ('employment', 0.3)]","[('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 11,11,Line 2,,OrgName,0
Pt11Line3_AptSteFlrNumber[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. B. Enter Apartment, Suite or Floor Number.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,AptSteFlrNumber,0
Pt11Line3_CityOrTown[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. C. Enter City or Town.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,CityOrTown,0
Pt11Line3_Country[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. H. Enter Country.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,Country,0
Pt11Line3_PostalCode[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. G. Enter Postal Code.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,PostalCode,0
Pt11Line3_Province[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. F. Enter Province.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,Province,0
Pt11Line3_State[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. D. Select State from List of States.",Ch,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,State,0
Pt11Line3_StreetNumberName[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. A. Enter Street Number and Name.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 11,11,Line 3,,StreetNumberName,0
Pt11Line3_Unit[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. B. Select Floor.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,Unit,0
Pt11Line3_Unit[1],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. B. Select Apartment.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,Unit,1
Pt11Line3_Unit[2],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. B. Select Suite.",Btn,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,Unit,2
Pt11Line3_ZipCode[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Mailing Address. 3. E. Enter Zip Code.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 3,,ZipCode,0
Pt11Line4_DayPhone[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 4. Enter Interpreter's Daytime Telephone Number.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 4,,DayPhone,0
Pt11Line5_MobilePhone[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 5. Enter Interpreter's Mobile Telephone Number, if any.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 5,,MobilePhone,0
Pt11Line6_Email[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 6. Enter Interpreter's Email Address, if any.",Tx,False,,,,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 6,,Email,0
Pt11Line7b_DateofSignature[0],"Part 11. Interpreter's Contact Information, Certification, and Signature. Interpreter's Signature. 7. B. Enter Date of Signature. Enter as 2 digit month, 2 digit day and 4 digit year.",Tx,False,,date(1.50),Date field,"[('biographical', 0.3)]","[('preparer', 1.5)]","[('contact_info', 1.6)]",Part 11,11,Line 7,b,DateofSignature,0
Pt12Line1a_PreparerFamilyName[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Provide the following information about the preparer. Preparer's Full Name. 1. A. Enter Preparer's Family Name (Last Name).",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 12,12,Line 1,a,PreparerFamilyName,0
Pt12Line1b_PreparerGivenName[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Full Name. 1. B. Enter Preparer's Given Name (First Name).",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 12,12,Line 1,b,PreparerGivenName,0
Pt12Line2_BusinessName[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Full Name. 2. Enter Preparer's Business or Organization Name, if any.",Tx,False,,,,"[('biographical', 0.3), ('employment', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('core_identity', 1.8), ('contact_info', 1.6)]",Part 12,12,Line 2,,BusinessName,0
Pt12Line3_AptSteFlrNumber[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Mailing Address. 3. B. Enter Apartment, Suite or Floor Number.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 3,,AptSteFlrNumber,0
Pt12Line3_CityOrTown[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Mailing Address. 3. C. Enter City or Town.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 3,,CityOrTown,0
Pt12Line3_Country[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Mailing Address. 3. H. Enter Country.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 3,,Country,0
Pt12Line3_PostalCode[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Mailing Address. 3. G. Enter Postal Code.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 3,,PostalCode,0
Pt12Line3_Province[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Mailing Address. 3. F. Enter Province.",Tx,False,,,,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 3,,Province,0
Pt12Line3_State[0],"Part 12. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Mailing Address. 3. D. Select State from List of States.",Ch,False,,boolean(2.00),Field type is button/checkbox,"[('biographical', 0.3)]","[('applicant', 2.0), ('preparer', 1.5)]","[('contact_info', 1.6)]",Part 12,12,Line 3,,State,0
