Form,Field Name,Type,Parent,Persona,Domain,Value Type,Value,Screen Label,Tooltip
i693.pdf,Pt7Line1B1d_name[2],/Tx,#subform[6],,medical,,,X for Negative Result Reported.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results table. Row 3. Enter X for Negative Result Reported.
i693.pdf,Pt7Line1B1d_name[3],/Tx,#subform[6],,medical,,,X for a Positive Result Reported.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smear Results table. Row 1. Enter X for a Positive Result Reported. 
i693.pdf,Pt7Line1B1d_name[4],/Tx,#subform[6],,medical,,,X for a Positive Result Reported.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smear Results table. Row 2. Enter X for a Positive Result Reported. 
i693.pdf,Pt7Line1B1d_name[5],/Tx,#subform[6],,medical,,,X for a Positive Result Reported.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smear Results table. Row 3. Enter X for a Positive Result Reported. 
i693.pdf,Pt7Line1B1b_DateScreeningRun[0],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5). Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 1. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[1],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5). Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 2. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[2],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5). Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 3. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[3],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smears Result Table. Row 1. Enter Date when Smear Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[4],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smears Result Table. Row 2. Enter Date when Smear Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[5],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smears Result Table. Row 3. Enter Date when Smear Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1d_name[6],/Tx,#subform[6],,medical,,,X for Negative Result Reported.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 1. Enter X for Negative Result Reported.
i693.pdf,Pt7Line1B1d_name[7],/Tx,#subform[6],,medical,,,X for Negative Result Reported.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 2. Enter X for Negative Result Reported.
i693.pdf,Pt7Line1B1d_name[8],/Tx,#subform[6],,medical,,,X for Negative Result Reported.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 2. Enter X for Negative Result Reported.
i693.pdf,Pt7Line1B1d_name[9],/Tx,#subform[6],,medical,,,X for a Positive Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 1. Enter X for a Positive Result. 
i693.pdf,Pt7Line1B1d_name[10],/Tx,#subform[6],,medical,,,X for a Positive Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 2. Enter X for a Positive Result. 
i693.pdf,Pt7Line1B1d_name[11],/Tx,#subform[6],,medical,,,X for a Positive Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 3. Enter X for a Positive Result. 
i693.pdf,Pt7Line1B1b_DateScreeningRun[6],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 1. Enter  Date  when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[7],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 2. Enter  Date  when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[8],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results table. Row 3. Enter  Date  when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[9],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 1. Enter Date when Culture Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[10],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 2. Enter Date when Culture Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1b_DateScreeningRun[11],/Tx,#subform[6],,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 3. Enter Date when Culture Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1B1d_name[12],/Tx,#subform[6],,medical,,,X for a Contaminated Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 1. Enter X for a Contaminated Result.
i693.pdf,Pt7Line1B1d_name[13],/Tx,#subform[6],,medical,,,X for a Contaminated Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 2. Enter X for a Contaminated Result.
i693.pdf,Pt7Line1B1d_name[14],/Tx,#subform[6],,medical,,,X for a Contaminated Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 3. Enter X for a Contaminated Result.
i693.pdf,Pt7Line1B1d_name[15],/Tx,#subform[6],,medical,,,X for a NTM Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 1. Enter X for a NTM Result.
i693.pdf,Pt7Line1B1d_name[16],/Tx,#subform[6],,medical,,,X for a NTM Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 2. Enter X for a NTM Result.
i693.pdf,Pt7Line1B1d_name[17],/Tx,#subform[6],,medical,,,X for a NTM Result.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B).   Sputum Smears and Cultures Result.   5. Sputum Smears and Cultures Results.Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Culture Results Table. Row 3. Enter X for a NTM Result. Sputum Culture Results. Enter X for a NTM Result.
i693.pdf,Pt8Line1A4_SputumSmearsCultures[0],/Btn,#subform[6],,medical,selection,SputumSmearsCultures,"No, not indicated","Part 8. Civil Surgeon Worksheet. 1. communicable Disease of Public Health Significance. A. Tuberculosis (T B).   4.  Sputum Smears and Cultures Decision.        Select  No, not indicated"
i693.pdf,Pt8Line1A4_SputumSmearsCultures[1],/Btn,#subform[6],,medical,selection,SputumSmearsCultures,"Sputum Smears and Cultures Decision        Select  Yes, indicated due to signs or symptoms of T B","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B).   4.  Sputum Smears and Cultures Decision        Select  Yes, indicated due to signs or symptoms of T B"
i693.pdf,Pt8Line1A4_SputumSmearsCultures[2],/Btn,#subform[6],,medical,selection,SputumSmearsCultures,"Yes, indicated due to chest X ray suggestive of T B","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B).   4.  Sputum Smears and Cultures Decision.        Select Yes, indicated due to chest X ray suggestive of T B"
i693.pdf,Pt8Line1A4_SputumSmearsCultures[3],/Btn,#subform[6],,medical,selection,SputumSmearsCultures,"Yes, indicated for end of treatment cultures.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 3. Chest X-Ray. T B Classification / Findings (Select only if chest x-ray was performed). Select Yes, indicated for end of treatment cultures."
i693.pdf,Pt8Line1A4_SputumSmearsCultures[4],/Btn,#subform[6],,medical,selection,SputumSmearsCultures,"Yes, indicated due to known H I V infection or extrapulmonary T B.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 3. Chest X-Ray. T B Classification / Findings (Select only if chest x-ray was performed). Select Yes, indicated due to known H I V infection or extrapulmonary T B."
i693.pdf,Pt1Line1b_GivenName[7],/Tx,#subform[7],,personal,,,It is pre-filled from the first page.,Given Name (First Name). This is a read only field. It is pre-filled from the first page. 
i693.pdf,Pt1Line1a_FamilyName[7],/Tx,#subform[7],family,personal,,,It is pre-filled from the first page.,Family Name (Last Name). This is a read only field. It is pre-filled from the first page. 
i693.pdf,Pt1Line1c_MiddleName[7],/Tx,#subform[7],,personal,,,It is pre-filled from the first page.,Middle Name. This is a read only field. It is pre-filled from the first page. 
i693.pdf,Pt8Line1B2_Findings[0],/Btn,#subform[7],,medical,selection,Findings,No Class A or Class B Syphilis.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 2. Findings. Select No Class A or Class B Syphilis.
i693.pdf,Pt8Line1B2_Findings[1],/Btn,#subform[7],,medical,selection,Findings,"Syphilis, Class B (treated in the last year).","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 2. Findings. Select Syphilis, Class B (treated in the last year)."
i693.pdf,Pt8Line1B2_Findings[2],/Btn,#subform[7],,medical,selection,Findings,(untreated).,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 2. Findings. Select Syphilis, Class A. (untreated)."
i693.pdf,Pt8Line1B3_Remarks[0],/Tx,#subform[7],,personal,,,Remarks: (Include any therapy given with doses and dates).,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 3. Enter Remarks: (Include any therapy given with doses and dates).
i693.pdf,Pt1Line3e_AlienNumber[7],/Tx,#subform[7],,immigration,,,It is pre-filled from the first page.,Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page. 
i693.pdf,Pt8Line1B3_Drug[0],/Tx,#subform[7],,personal,,,Drug.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 3. Enter Remarks: (Include stage of syphilis diagnosed [primary, secondary, early latent, late latent or latent of unknown duration, tertiary, neurosyphilis, congential] and any therapy given with doses and dates of administration). Enter Drug."
i693.pdf,Pt8Line1B3_Dosage[0],/Tx,#subform[7],,personal,,,Dosage.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 3. Enter Remarks: (Include stage of syphilis diagnosed [primary, secondary, early latent, late latent or latent of unknown duration, tertiary, neurosyphilis, congential] and any therapy given with doses and dates of administration). Enter Dosage."
i693.pdf,Pt8Line1B3_startDate[0],/Tx,#subform[7],,personal,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 3. Enter Remarks: (Include stage of syphilis diagnosed [primary, secondary, early latent, late latent or latent of unknown duration, tertiary, neurosyphilis, congential] and any therapy given with doses and dates of administration). Enter Start Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt8Line1B3_endDate[0],/Tx,#subform[7],,personal,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 3. Enter Remarks: (Include stage of syphilis diagnosed [primary, secondary, early latent, late latent or latent of unknown duration, tertiary, neurosyphilis, congential] and any therapy given with doses and dates of administration). Enter End Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt7Line1C1b_DateScreeningNucleicAcid[0],/Tx,#subform[7],applicant,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 1. Laboratory Test for Gonorrhea (Required for applicants 18 to 24 years of age). B. Enter Date Result Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt8Line1C1a_name[0],/Tx,#subform[7],applicant,medical,,,Screening Nucleic Acid Amplification Test (NAAT) Name.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 1. Laboratory Test for Gonorrhea (Required for applicants 18 to 24 years of age). A. Enter Screening Nucleic Acid Amplification Test (NAAT) Name.
i693.pdf,Pt8Line1C1c[0],/Btn,#subform[7],applicant,medical,selection,Positive,Positive.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 1. Laboratory Test for Gonorrhea (Required for applicants 18 to 24 years of age). C. Select Positive. 
i693.pdf,Pt8Line1C1c[1],/Btn,#subform[7],applicant,medical,selection,Negative,Negative.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 1. Laboratory Test for Gonorrhea (Required for applicants 18 to 24 years of age). C. Select Negative. 
i693.pdf,Pt8Line1c2_Findings[0],/Btn,#subform[7],,medical,selection,Findings,"Gonorrhea, Class B (treated in the last year).","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 2. Findings. Select Gonorrhea, Class B (treated in the last year)."
i693.pdf,Pt8Line1c2_Findings[1],/Btn,#subform[7],,medical,selection,Findings,(untreated).,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 2. Findings. Select Gonorrhea, Class A. (untreated)."
i693.pdf,Pt8Line1c2_Findings[2],/Btn,#subform[7],,medical,selection,Findings,or Class B Gonorrhea.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 2. Findings. Select No Class A. or Class B Gonorrhea.
i693.pdf,Pt8Line1B1e_DateScreeningRun[0],/Tx,#subform[7],applicant,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample.  E. Enter Date Treponemal Test Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt8Line1B1f_TiterOne[0],/Tx,#subform[7],applicant,medical,,,Treponemal Test Reactive.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample. F. Enter Treponemal Test Reactive."
i693.pdf,Pt8Line1B1d_TreponemalReactiveNon[0],/Btn,#subform[7],applicant,medical,selection,TreponemalReactiveNon,Treponemal Test Reactive.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample. F. Select Treponemal Test Reactive."
i693.pdf,Pt8Line1B1d_TreponemalReactiveNon[1],/Btn,#subform[7],applicant,medical,selection,TreponemalReactiveNon,Terponemal Test Nonreactive.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample. F. Select Terponemal Test Nonreactive."
i693.pdf,Pt8Line1B1g_nameOfrepeat[0],/Tx,#subform[7],applicant,medical,,,If using reverse algorithm and treponemal test reactive but nontreponemal test nonreactive: Enter Name of Repeat Treponemal Test (preferably one based on different antigens).,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample. g.  If using reverse algorithm and treponemal test reactive but nontreponemal test nonreactive: Enter Name of Repeat Treponemal Test (preferably one based on different antigens)."
i693.pdf,Pt7Line1B1h_DateOfrepeatTest[0],/Tx,#subform[7],applicant,medical,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample. H.  Date Repeat Treponemal Test Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year."
i693.pdf,Pt8Line1B1i_RepeatReativeNon[0],/Btn,#subform[7],applicant,medical,selection,RepeatReativeNon,Repeat Treponemal Test Nonreactive.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample. I. Select Repeat Treponemal Test Nonreactive."
i693.pdf,Pt8Line1B1i_RepeatReativeNon[1],/Btn,#subform[7],applicant,medical,selection,RepeatReativeNon,Repeat Treponemal Test Reactive.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample. I. Select Repeat Treponemal Test Reactive."
i693.pdf,Pt8Line1B1d_name[0],/Tx,#subform[7],applicant,medical,,,Name of Treponemal Test.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. B. Syphilis. 1. Serologic Test for Syphilis (Required for applicants 18 to 44 years).  All tests must be performed on the same blood sample. D. Enter Name of Treponemal Test."
i693.pdf,Pt8Line1c3_Remarks[0],/Tx,#subform[7],,personal,,,Remarks: (Include any symptoms or treatment given with doses and dates of administration).,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 3. Enter Remarks: (Include any symptoms or treatment given with doses and dates of administration).
i693.pdf,Pt8Line1C3_Drug[0],/Tx,#subform[7],,personal,,,Drug.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 3. Enter Remarks: (Include any symptoms or treatment given with doses and dates of administration). Enter Drug.
i693.pdf,Pt8Line1C3_Dosage[0],/Tx,#subform[7],,personal,,,Dosage.,Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 3. Enter Remarks: (Include any symptoms or treatment given with doses and dates of administration). Enter Dosage.
i693.pdf,Pt8Line1C3_startDate[0],/Tx,#subform[7],,personal,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 3. Enter Remarks: (Include any symptoms or treatment given with doses and dates of administration). Enter Start Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt8Line1C3_endDate[0],/Tx,#subform[7],,personal,,,"as 2-digit Month, 2-digit Day, and 4-digit Year.","Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. C. Gonorrhea. 3. Enter Remarks: (Include any symptoms or treatment given with doses and dates of administration). Enter End Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year. "
i693.pdf,Pt1Line1b_GivenName[8],/Tx,#subform[8],,personal,,,It is pre-filled from the first page.,Given Name (First Name). This is a read only field. It is pre-filled from the first page. 
i693.pdf,Pt1Line1a_FamilyName[8],/Tx,#subform[8],family,personal,,,It is pre-filled from the first page.,Family Name (Last Name). This is a read only field. It is pre-filled from the first page. 
i693.pdf,Pt1Line1c_MiddleName[8],/Tx,#subform[8],,personal,,,It is pre-filled from the first page.,Middle Name. This is a read only field. It is pre-filled from the first page. 
i693.pdf,Pt8Line1C2_Remarks[0],/Tx,#subform[8],applicant,personal,,,Additional Information.,"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. D. Other Class A. / Class B Conditions for Communicable Diseases of Public Health Significance. 2. Enter Remarks:  (Include any therapy given and any counseling or referrals). If you need extra space to complete this section, use the space provided in Part 11. Additional Information."
i693.pdf,Pt8Line2A_Disorders[0],/Btn,#subform[8],,medical,selection,Disorders,No Class A or B Physical or Mental Disorder.,"Part 8. Civil Surgeon Worksheet. 2. Physical or Mental Disorders With Associated Harmful Behavior. Include here any physical or mental disorders with current associated harmful behavior or history of associated harmful behavior judged likely to recur.  This category of physical or mental disorders includes any diagnosis of substance-use disorders that involve any substance that is not listed in Schedule I, II, III, IV, or V of section 202 of the Controlled Substances Act (for example, diagnosis of an alcohol-use disorder).  Diagnose mental disorders according to the diagnostic criteria in the most recent edition of the Diagnostic and Statistical Manual (DSM) or another authoritative source, as determined by the director of the CDC.  Diagnose physical disorders according to the diagnostic criteria in the most recent edition of the World Health Organization's Manual of the International Classification of Diseases, Injuries, and Causes of Death (ICD) or another authoritative source as determined by the director of the CDC.  See the CDC's Technical Instructions for Civil Surgeons for more information.A. Findings. 1. Select No Class A or B Physical or Mental Disorder."
i693.pdf,Pt8Line2A_Disorders[1],/Btn,#subform[8],,medical,selection,Disorders,"Physical/Mental Disorder with a History of Associated Harmful Behavior Unlikely to Recur, Class B.","Part 8. Civil Surgeon Worksheet. 2. Physical or Mental Disorders With Associated Harmful Behavior. Include here any physical or mental disorders with current associated harmful behavior or history of associated harmful behavior judged likely to recur.  This category of physical or mental disorders includes any diagnosis of substance-use disorders that involve any substance that is not listed in Schedule I, II, III, IV, or V of section 202 of the Controlled Substances Act (for example, diagnosis of an alcohol-use disorder).  Diagnose mental disorders according to the diagnostic criteria in the most recent edition of the Diagnostic and Statistical Manual (DSM) or another authoritative source, as determined by the director of the CDC.  Diagnose physical disorders according to the diagnostic criteria in the most recent edition of the World Health Organization's Manual of the International Classification of Diseases, Injuries, and Causes of Death (ICD) or another authoritative source as determined by the director of the CDC.  See the CDC's Technical Instructions for Civil Surgeons for more information.A. Findings. 5. Select Physical/Mental Disorder with a History of Associated Harmful Behavior Unlikely to Recur, Class B."
i693.pdf,Pt8Line2A_Disorders[2],/Btn,#subform[8],,medical,selection,Disorders,"Current Physical / Mental Disorder without Associated Harmful Behavior, Class B.","Part 8. Civil Surgeon Worksheet. 2. Physical or Mental Disorders With Associated Harmful Behavior. Include here any physical or mental disorders with current associated harmful behavior or history of associated harmful behavior judged likely to recur.  This category of physical or mental disorders includes any diagnosis of substance-use disorders that involve any substance that is not listed in Schedule I, II, III, IV, or V of section 202 of the Controlled Substances Act (for example, diagnosis of an alcohol-use disorder).  Diagnose mental disorders according to the diagnostic criteria in the most recent edition of the Diagnostic and Statistical Manual (DSM) or another authoritative source, as determined by the director of the CDC.  Diagnose physical disorders according to the diagnostic criteria in the most recent edition of the World Health Organization's Manual of the International Classification of Diseases, Injuries, and Causes of Death (ICD) or another authoritative source as determined by the director of the CDC.  See the CDC's Technical Instructions for Civil Surgeons for more information. A. Findings. 4. Select Current Physical / Mental Disorder without Associated Harmful Behavior, Class B."
i693.pdf,Pt8Line2A_Disorders[3],/Btn,#subform[8],,medical,selection,Disorders,"History of Physical / Mental Disorder with Associated Harmful Behavior Likely to Recur, Class A.","Part 8. Civil Surgeon Worksheet. 2. Physical or Mental Disorders With Associated Harmful Behavior. Include here any physical or mental disorders with current associated harmful behavior or history of associated harmful behavior judged likely to recur.  This category of physical or mental disorders includes any diagnosis of substance-use disorders that involve any substance that is not listed in Schedule I, II, III, IV, or V of section 202 of the Controlled Substances Act (for example, diagnosis of an alcohol-use disorder).  Diagnose mental disorders according to the diagnostic criteria in the most recent edition of the Diagnostic and Statistical Manual (DSM) or another authoritative source, as determined by the director of the CDC.  Diagnose physical disorders according to the diagnostic criteria in the most recent edition of the World Health Organization's Manual of the International Classification of Diseases, Injuries, and Causes of Death (ICD) or another authoritative source as determined by the director of the CDC.  See the CDC's Technical Instructions for Civil Surgeons for more information. A. Findings. 3. Select History of Physical / Mental Disorder with Associated Harmful Behavior Likely to Recur, Class A."
