Form,Field Name,Type,Parent,Persona,Domain,Value Type,Value,Has Tooltip
i130.pdf,Pt4Line25_ExpDate[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_NameOfCompany[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_StreetNumberName[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_Unit[0],/Btn,#subform[6],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line26_Unit[1],/Btn,#subform[6],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line26_Unit[2],/Btn,#subform[6],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line26_AptSteFlrNumber[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_CityOrTown[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_State[0],/Ch,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_ZipCode[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_Province[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line27_DateEmploymentBegan[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line28_No[0],/Btn,#subform[6],beneficiary,immigration,selection,No,No
i130.pdf,Pt4Line28_Yes[0],/Btn,#subform[6],beneficiary,immigration,boolean,True,No
i130.pdf,Pt4Line54_Removal[0],/Btn,#subform[6],beneficiary,immigration,selection,Removal,No
i130.pdf,Pt4Line54_Exclusion[0],/Btn,#subform[6],beneficiary,immigration,selection,Exclusion,No
i130.pdf,Pt4Line54_Rescission[0],/Btn,#subform[6],beneficiary,office,selection,Rescission,No
i130.pdf,Pt4Line54_JudicialProceedings[0],/Btn,#subform[6],beneficiary,office,selection,JudicialProceedings,No
i130.pdf,Pt4Line55a_CityOrTown[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_PostalCode[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line26_Country[0],/Tx,#subform[6],beneficiary,immigration,,,No
i130.pdf,Pt4Line55b_State[0],/Ch,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line56_Date[0],/Tx,#subform[6],beneficiary,office,,,No
i130.pdf,Pt4Line55c_MiddleName[0],/Tx,#subform[7],beneficiary,personal,,,No
i130.pdf,Pt4Line55a_FamilyName[0],/Tx,#subform[7],beneficiary,personal,,,No
i130.pdf,Pt4Line55b_GivenName[0],/Tx,#subform[7],beneficiary,personal,,,No
i130.pdf,Pt4Line56_Unit[0],/Btn,#subform[7],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line56_Unit[1],/Btn,#subform[7],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line56_Unit[2],/Btn,#subform[7],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line56_AptSteFlrNumber[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line56_CityOrTown[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line56_Province[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line56_Country[0],/Tx,#subform[7],beneficiary,immigration,,,No
i130.pdf,Pt4Line56_PostalCode[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line56_StreetNumberName[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line57_Unit[0],/Btn,#subform[7],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line57_Unit[1],/Btn,#subform[7],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line57_AptSteFlrNumber[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line57_Unit[2],/Btn,#subform[7],beneficiary,office,selection,Unit,No
i130.pdf,Pt4Line57_StreetNumberName[0],/Tx,#subform[7],beneficiary,medical,,,No
i130.pdf,Pt4Line57_CityOrTown[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line57_ZipCode[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line57_State[0],/Ch,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line58a_DateFrom[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line58b_DateTo[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line57_Province[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line57_Country[0],/Tx,#subform[7],beneficiary,immigration,,,No
i130.pdf,Pt4Line57_PostalCode[0],/Tx,#subform[7],beneficiary,office,,,No
i130.pdf,Pt4Line61a_CityOrTown[0],/Tx,#subform[7],beneficiary,immigration,,,No
i130.pdf,Pt4Line61b_Province[0],/Tx,#subform[7],beneficiary,immigration,,,No
i130.pdf,Pt4Line61c_Country[0],/Tx,#subform[7],beneficiary,immigration,,,No
i130.pdf,Part4Line1_Yes[0],/Btn,#subform[7],applicant,office,boolean,True,No
i130.pdf,Part4Line1_No[0],/Btn,#subform[7],applicant,office,selection,No,No
i130.pdf,Pt5Line2a_FamilyName[0],/Tx,#subform[7],applicant,personal,,,No
i130.pdf,Pt5Line2b_GivenName[0],/Tx,#subform[7],applicant,personal,,,No
i130.pdf,Pt5Line2c_MiddleName[0],/Tx,#subform[7],applicant,personal,,,No
i130.pdf,Pt5Line5_Result[0],/Tx,#subform[7],applicant,medical,,,No
i130.pdf,Pt5Line4_DateFiled[0],/Tx,#subform[7],applicant,office,,,No
i130.pdf,Pt5Line3a_CityOrTown[0],/Tx,#subform[7],applicant,office,,,No
i130.pdf,Pt5Line3b_State[0],/Ch,#subform[7],applicant,office,,,No
i130.pdf,Pt4Line60a_CityOrTown[0],/Tx,#subform[7],beneficiary,criminal,,,No
i130.pdf,Pt4Line60b_State[0],/Ch,#subform[7],beneficiary,criminal,,,No
i130.pdf,Pt4Line7_Relationship[0],/Tx,#subform[7],applicant,office,,,No
i130.pdf,Pt4Line6a_FamilyName[0],/Tx,#subform[7],applicant,personal,,,No
i130.pdf,Pt4Line6b_GivenName[0],/Tx,#subform[7],applicant,personal,,,No
i130.pdf,Pt4Line6c_MiddleName[0],/Tx,#subform[7],applicant,personal,,,No
i130.pdf,Pt6Line3_DaytimePhoneNumber[0],/Tx,#subform[8],applicant,personal,,,No
i130.pdf,Pt6Line5_Email[0],/Tx,#subform[8],applicant,office,,,No
i130.pdf,Pt6Line4_MobileNumber[0],/Tx,#subform[8],applicant,office,,,No
i130.pdf,Pt4Line8c_MiddleName[0],/Tx,#subform[8],applicant,personal,,,No
i130.pdf,Pt4Line8b_GivenName[0],/Tx,#subform[8],applicant,personal,,,No
i130.pdf,Pt4Line8a_FamilyName[0],/Tx,#subform[8],applicant,personal,,,No
i130.pdf,Pt4Line9_Relationship[0],/Tx,#subform[8],applicant,office,,,No
i130.pdf,Pt6Line1Checkbox[0],/Btn,#subform[8],applicant,office,selection,"I can read and understand English, and I have read and understand every question and instruction on this petition and my answer to every question",No
i130.pdf,Pt6Line1Checkbox[1],/Btn,#subform[8],applicant,office,,,No
i130.pdf,Pt6Line1b_Language[0],/Tx,#subform[8],applicant,office,,,No
i130.pdf,Pt6Line2_Checkbox[0],/Btn,#subform[8],preparer,office,selection,Checkbox,No
i130.pdf,Pt6Line2_RepresentativeName[0],/Tx,#subform[8],applicant,office,,,No
i130.pdf,Pt6Line6b_DateofSignature[0],/Tx,#subform[8],applicant,office,,,No
i130.pdf,P5_Line6a_SignatureofApplicant[0],/Tx,#subform[8],applicant,office,,,No
i130.pdf,Pt7Line1b_InterpreterGivenName[0],/Tx,#subform[9],applicant,personal,,,No
i130.pdf,Pt7Line1a_InterpreterFamilyName[0],/Tx,#subform[9],applicant,personal,,,No
i130.pdf,Pt7Line2_InterpreterBusinessorOrg[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line3_CityOrTown[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line3_StreetNumberName[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line3_Unit[0],/Btn,#subform[9],applicant,office,selection,Unit,No
i130.pdf,Pt7Line3_Unit[1],/Btn,#subform[9],applicant,office,selection,Unit,No
i130.pdf,Pt7Line3_Unit[2],/Btn,#subform[9],applicant,office,selection,Unit,No
i130.pdf,Pt7Line3_AptSteFlrNumber[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line3_PostalCode[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line3_ZipCode[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line3_State[0],/Ch,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line3_Country[0],/Tx,#subform[9],applicant,immigration,,,No
i130.pdf,Pt7Line3_Province[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7_NameofLanguage[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line7b_DateofSignature[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line7a_Signature[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt8Line1b_PreparerGivenName[0],/Tx,#subform[9],preparer,personal,,,No
i130.pdf,Pt8Line2_BusinessName[0],/Tx,#subform[9],preparer,personal,,,No
i130.pdf,Pt8Line1a_PreparerFamilyName[0],/Tx,#subform[9],preparer,personal,,,No
i130.pdf,Pt7Line4_InterpreterDaytimeTelephone[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt7Line5_Email[0],/Tx,#subform[9],applicant,office,,,No
i130.pdf,Pt4Line53_DaytimePhoneNumber[0],/Tx,#subform[9],applicant,personal,,,No
i130.pdf,Pt8Line3_CityOrTown[0],/Tx,#subform[9],preparer,office,,,No
i130.pdf,Pt8Line3_StreetNumberName[0],/Tx,#subform[9],preparer,office,,,No
i130.pdf,Pt8Line3_Unit[0],/Btn,#subform[9],preparer,office,selection,Unit,No
i130.pdf,Pt8Line3_Unit[1],/Btn,#subform[9],preparer,office,selection,Unit,No
i130.pdf,Pt8Line3_Unit[2],/Btn,#subform[9],preparer,office,selection,Unit,No
i130.pdf,Pt8Line3_AptSteFlrNumber[0],/Tx,#subform[9],preparer,office,,,No
i130.pdf,Pt8Line3_PostalCode[0],/Tx,#subform[9],preparer,office,,,No
i130.pdf,Pt8Line3_ZipCode[0],/Tx,#subform[9],preparer,office,,,No
i130.pdf,Pt8Line3_State[0],/Ch,#subform[9],preparer,office,,,No
i130.pdf,Pt8Line3_Country[0],/Tx,#subform[9],preparer,immigration,,,No
i130.pdf,Pt8Line3_Province[0],/Tx,#subform[9],preparer,office,,,No
i130.pdf,Pt8Line5_PreparerFaxNumber[0],/Tx,#subform[10],preparer,office,,,No
i130.pdf,Pt8Line4_DaytimePhoneNumber[0],/Tx,#subform[10],preparer,personal,,,No
i130.pdf,Pt8Line6_Email[0],/Tx,#subform[10],preparer,office,,,No
i130.pdf,Pt8Line7_Checkbox[0],/Btn,#subform[10],preparer,office,selection,Checkbox,No
i130.pdf,Pt8Line7_Checkbox[1],/Btn,#subform[10],preparer,office,selection,Checkbox,No
i130.pdf,Pt8Line7b_Checkbox[0],/Btn,#subform[10],preparer,office,selection,Checkbox,No
i130.pdf,Pt8Line7b_Checkbox[1],/Btn,#subform[10],preparer,office,selection,Checkbox,No
i130.pdf,Pt8Line8a_Signature[0],/Tx,#subform[10],preparer,office,,,No
i130.pdf,Pt8Line8b_DateofSignature[0],/Tx,#subform[10],preparer,office,,,No
i130.pdf,Pt2Line1_AlienNumber[1],/Tx,#subform[11],applicant,immigration,,,No
i130.pdf,Pt9Line3a_PageNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line3b_PartNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line3c_ItemNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line3d_AdditionalInfo[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line4a_PageNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line4b_PartNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line4c_ItemNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line4d_AdditionalInfo[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line5a_PageNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line5b_PartNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line5c_ItemNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line6a_PageNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line6b_PartNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line6c_ItemNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt2Line4a_FamilyName[1],/Tx,#subform[11],applicant,personal,,,No
i130.pdf,Pt2Line4b_GivenName[1],/Tx,#subform[11],applicant,personal,,,No
i130.pdf,Pt2Line4c_MiddleName[1],/Tx,#subform[11],applicant,personal,,,No
i130.pdf,Pt9Line6d_AdditionalInfo[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line5d_AdditionalInfo[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line9a_PageNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line7b_PartNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line7c_ItemNumber[0],/Tx,#subform[11],applicant,office,,,No
i130.pdf,Pt9Line7d_AdditionalInfo[0],/Tx,#subform[11],applicant,office,,,No
i693.pdf,PDF417BarCode2[0],/Tx,Page1[13],,,,,No
i693.pdf,Pt1Line1c_MiddleName[0],/Tx,P13[0],applicant,personal,,,No
i693.pdf,Pt1Line1b_GivenName[0],/Tx,P13[0],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[0],/Tx,P13[0],applicant,personal,,,No
i693.pdf,Pt1Line2_StreetNumberName[0],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,Pt1Line2_AptSteFlrNumber[0],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,Pt1Line2_Unit[0],/Btn,#subform[0],applicant,medical,selection,Unit,No
i693.pdf,Pt1Line2_Unit[1],/Btn,#subform[0],applicant,medical,selection,Unit,No
i693.pdf,Pt1Line2_Unit[2],/Btn,#subform[0],applicant,medical,selection,Unit,No
i693.pdf,P1Line2_CityOrTown[0],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,P1Line2_State[0],/Ch,#subform[0],applicant,medical,,,No
i693.pdf,P1Line2_ZipCode[0],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,Pt1Line3_Gender[0],/Btn,#subform[0],applicant,personal,selection,Gender,No
i693.pdf,Pt1Line3_Gender[1],/Btn,#subform[0],applicant,personal,selection,Gender,No
i693.pdf,Pt1Line3_CountryofBirth[0],/Tx,#subform[0],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[0],/Tx,P13[0],applicant,immigration,,,No
i693.pdf,Pt1Line3_DateOfBirth[0],/Tx,#subform[0],applicant,personal,,,No
i693.pdf,Pt1Line3_CityTownVillageofBirth[0],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,Pt1Line3f_USCISOnlineAcctNumber[0],/Tx,#subform[0],family_member,medical,,,No
i693.pdf,Pt1Line2_StreetNumberName[1],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,P1Line2_PostalCode[0],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,P1Line2_Province[0],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,P1Line2_Country[0],/Tx,#subform[0],applicant,medical,,,No
i693.pdf,Pt1_Line4_ImmMedExamReq[0],/Btn,#subform[0],applicant,medical,selection,ImmMedExamReq,No
i693.pdf,Pt1Line1b_GivenName[1],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[1],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[1],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[1],/Tx,#subform[1],applicant,immigration,,,No
i693.pdf,Pt2Line6_ApplicantSignature[0],/Tx,#subform[1],applicant,medical,,,No
i693.pdf,Pt2Line6_DateofSignature[0],/Tx,#subform[1],applicant,medical,,,No
i693.pdf,Pt3Line1_InterpreterGivenName[0],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt3Line1_InterpreterFamilyName[0],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt3Line2_NameofBusinessorOrgName[0],/Tx,#subform[1],applicant,office,,,No
i693.pdf,Pt3Line5_MobilePhone[0],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt3Line4_DaytimePhone[0],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt3Line6_EmailAddress[0],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt2Line4_Mobilephone[0],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt2Line5_EmailAddress[0],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt2Line3_DaytimePhone[0],/Tx,#subform[1],applicant,personal,,,No
i693.pdf,Pt1Line1b_GivenName[2],/Tx,#subform[2],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[2],/Tx,#subform[2],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[2],/Tx,#subform[2],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[2],/Tx,#subform[2],applicant,immigration,,,No
i693.pdf,Pt4Line1_PreparerGivenName[0],/Tx,#subform[2],preparer,personal,,,No
i693.pdf,Pt4Line1_PreparerFamilyName[0],/Tx,#subform[2],preparer,personal,,,No
i693.pdf,Pt4Line2_PreparerNameofBusinessorOrgName[0],/Tx,#subform[2],preparer,office,,,No
i693.pdf,Pt4Line8_Signature[0],/Tx,#subform[2],preparer,office,,,No
i693.pdf,Pt4Line8_DateofSignature[0],/Tx,#subform[2],preparer,office,,,No
i693.pdf,Pt3Line_NameOfLanguage[0],/Tx,#subform[2],applicant,office,,,No
i693.pdf,Pt3Line7_Signature[0],/Tx,#subform[2],applicant,office,,,No
i693.pdf,Pt3Line7_DateofSignature[0],/Tx,#subform[2],applicant,office,,,No
i693.pdf,Pt4Line4_MobilePhone[0],/Tx,#subform[2],preparer,personal,,,No
i693.pdf,Pt4Line3_DaytimePhone[0],/Tx,#subform[2],preparer,personal,,,No
i693.pdf,Pt4Line5_EmailAddress[0],/Tx,#subform[2],preparer,personal,,,No
i693.pdf,Pt5Line2_IDNumber[0],/Tx,#subform[2],applicant,office,,,No
i693.pdf,Pt5Line1_ApplicantFormOfID[0],/Tx,#subform[2],applicant,medical,,,No
i693.pdf,Pt1Line1b_GivenName[3],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[3],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[3],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[3],/Tx,#subform[3],applicant,immigration,,,No
i693.pdf,Pt7Line1_GivenName[0],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt7Line1_FamilyName[0],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt7Line2_MedPracticeName[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt7Line1_MiddleName[0],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt7Line1_CivilSurgeonID[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt6Line3_DateofExam1[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt6Line3_DateofExam3[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt6Line3_DateofExam2[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt6Line2_DateoExam[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt6Line1_OverallFinding[0],/Btn,#subform[3],applicant,medical,selection,OverallFinding,No
i693.pdf,Pt6Line1_OverallFinding[1],/Btn,#subform[3],applicant,medical,selection,OverallFinding,No
i693.pdf,Pt6Line1_OverallFinding[2],/Btn,#subform[3],applicant,medical,selection,OverallFinding,No
i693.pdf,Pt7Line3_StreetNumberName[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt7Line3_AptSteFlrNumber[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt7Line3_Unit[0],/Btn,#subform[3],applicant,medical,selection,Unit,No
i693.pdf,Pt7Line3_Unit[1],/Btn,#subform[3],applicant,medical,selection,Unit,No
i693.pdf,Pt7Line3_Unit[2],/Btn,#subform[3],applicant,medical,selection,Unit,No
i693.pdf,Pt7Line3_CityOrTown[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt7Line3_State[0],/Ch,#subform[3],applicant,medical,,,No
i693.pdf,Pt7Line3_ZipCode[0],/Tx,#subform[3],applicant,medical,,,No
i693.pdf,Pt7Line4_StreetNumberName[0],/Tx,#subform[3],applicant,office,,,No
i693.pdf,Pt7Line4_AptSteFlrNumber[0],/Tx,#subform[3],applicant,office,,,No
i693.pdf,Pt7Line4_Unit[0],/Btn,#subform[3],applicant,office,selection,Unit,No
i693.pdf,Pt7Line4_Unit[1],/Btn,#subform[3],applicant,office,selection,Unit,No
i693.pdf,Pt7Line4_Unit[2],/Btn,#subform[3],applicant,office,selection,Unit,No
i693.pdf,Pt7Line4_CityOrTown[0],/Tx,#subform[3],applicant,office,,,No
i693.pdf,Pt7Line4_State[0],/Ch,#subform[3],applicant,office,,,No
i693.pdf,Pt7Line4_ZipCode[0],/Tx,#subform[3],applicant,office,,,No
i693.pdf,Pt7Line6_MobilePhone[0],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt7Line5_DaytimePhone[0],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt7Line7_EmailAddress[0],/Tx,#subform[3],applicant,personal,,,No
i693.pdf,Pt1Line1b_GivenName[4],/Tx,#subform[4],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[4],/Tx,#subform[4],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[4],/Tx,#subform[4],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[4],/Tx,#subform[4],applicant,immigration,,,No
i693.pdf,Pt7Line7_CivilSurgeonSignature[0],/Tx,#subform[4],applicant,office,,,No
i693.pdf,Pt7Line8_DateofSignature[0],/Tx,#subform[4],applicant,office,,,No
i693.pdf,Pt1Line1b_GivenName[5],/Tx,#subform[5],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[5],/Tx,#subform[5],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[5],/Tx,#subform[5],applicant,personal,,,No
i693.pdf,Pt8Line1A_GammarRelease[0],/Btn,#subform[5],applicant,medical,selection,GammarRelease,No
i693.pdf,Pt8Line1A_GammarRelease[1],/Btn,#subform[5],applicant,medical,selection,GammarRelease,No
i693.pdf,Pt8Line1A1_Result[0],/Btn,#subform[5],applicant,medical,selection,Result,No
i693.pdf,Pt8Line1A1_Result[1],/Btn,#subform[5],applicant,medical,selection,Result,No
i693.pdf,Pt8Line1A2_InitialScreening[0],/Btn,#subform[5],applicant,medical,selection,InitialScreening,No
i693.pdf,Pt8Line1A2_InitialScreening[1],/Btn,#subform[5],applicant,medical,selection,InitialScreening,No
i693.pdf,Pt8Line1A2_InitialScreening[2],/Btn,#subform[5],applicant,medical,selection,InitialScreening,No
i693.pdf,Pt8Line1A2_InitialScreening[3],/Btn,#subform[5],applicant,medical,selection,InitialScreening,No
i693.pdf,Pt8Line1A3_Results[0],/Btn,#subform[5],applicant,medical,selection,Results,No
i693.pdf,Pt8Line1A3_Results[1],/Btn,#subform[5],applicant,medical,selection,Results,No
i693.pdf,Pt8Line1A3_XrayTakenDate[0],/Tx,#subform[5],applicant,medical,,,No
i693.pdf,Pt8Line1A3_XrayReadDate[0],/Tx,#subform[5],applicant,medical,,,No
i693.pdf,Pt8Line1A_GammarRelease[2],/Btn,#subform[5],applicant,medical,selection,GammarRelease,No
i693.pdf,Pt8Line1A1_TSDate[0],/Tx,#subform[5],applicant,medical,,,No
i693.pdf,Pt8Line1A1_QFDate[0],/Tx,#subform[5],applicant,medical,,,No
i693.pdf,Pt8Line1A3_Infiltrate[0],/Btn,#subform[5],applicant,medical,selection,Infiltrate,No
i693.pdf,Pt8Line1A3_Reticular[0],/Btn,#subform[5],applicant,medical,selection,Reticular,No
i693.pdf,Pt8Line1A3_Miliary[0],/Btn,#subform[5],applicant,medical,selection,Miliary,No
i693.pdf,Pt8Line1A3_NodulesorMass[0],/Btn,#subform[5],applicant,medical,selection,NodulesorMass,No
i693.pdf,Pt8Line1A3_Cavitylesion[0],/Btn,#subform[5],applicant,medical,selection,Cavitylesion,No
i693.pdf,Pt8Line1A3_Hilar[0],/Btn,#subform[5],applicant,medical,selection,Hilar,No
i693.pdf,Pt8Line1A3_Pleuraleffusion[0],/Btn,#subform[5],applicant,medical,selection,Pleuraleffusion,No
i693.pdf,Pt1Line3e_AlienNumber[5],/Tx,#subform[5],applicant,immigration,,,No
i693.pdf,Pt8Line1A1_Result[2],/Btn,#subform[5],applicant,medical,selection,Result,No
i693.pdf,Pt8Line1A3_DiscretelinearOpac[0],/Btn,#subform[5],applicant,medical,selection,DiscretelinearOpac,No
i693.pdf,Pt8Line1A3_Irregularthickpleural[0],/Btn,#subform[5],applicant,medical,selection,Irregularthickpleural,No
i693.pdf,Pt8Line1A3_Volumeloss[0],/Btn,#subform[5],applicant,medical,selection,Volumeloss,No
i693.pdf,Pt8Line1A3_DiscreteNodule[0],/Btn,#subform[5],applicant,medical,selection,DiscreteNodule,No
i693.pdf,Pt8Line1A3_Other[0],/Btn,#subform[5],applicant,medical,selection,Other,No
i693.pdf,Pt1Line1b_GivenName[6],/Tx,#subform[6],applicant,personal,,,No
i693.pdf,Pt1Line1a_FamilyName[6],/Tx,#subform[6],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[6],/Tx,#subform[6],applicant,personal,,,No
i693.pdf,Pt1Line3e_AlienNumber[6],/Tx,#subform[6],applicant,immigration,,,No
i693.pdf,Pt8Line1A7_Remarks[0],/Tx,#subform[6],applicant,personal,,,No
i693.pdf,Pt8Line1A6_TBClassification[0],/Btn,#subform[6],applicant,medical,selection,TBClassification,No
i693.pdf,Pt8Line1A6_TBClassification[1],/Btn,#subform[6],applicant,medical,selection,TBClassification,No
i693.pdf,Pt8Line1A6_TBClassification[2],/Btn,#subform[6],applicant,medical,selection,TBClassification,No
i693.pdf,Pt8Line1A6_TBClassification[3],/Btn,#subform[6],applicant,medical,selection,TBClassification,No
i693.pdf,Pt8Line1A6_TBClassification[4],/Btn,#subform[6],applicant,medical,selection,TBClassification,No
i693.pdf,Pt8Line1A6_TBClassification[5],/Btn,#subform[6],applicant,medical,selection,TBClassification,No
i693.pdf,Pt8Line1A6_TBClassification[6],/Btn,#subform[6],applicant,medical,selection,TBClassification,No
i693.pdf,Pt8Line1B1b_DateNontrepoemaltest[0],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt7Line1B1c_TiterOne[0],/Tx,#subform[6],applicant,medical,,,No
i693.pdf,Pt8Line1B1c_SyphilisScreen[0],/Btn,#subform[6],applicant,medical,selection,SyphilisScreen,No
i693.pdf,Pt8Line1B1c_SyphilisScreen[1],/Btn,#subform[6],applicant,medical,selection,SyphilisScreen,No
