field_name,form,type,readonly,required,page,has_parent,has_children
Pt8Line15_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line16_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line16_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line17_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line17_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line18_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line18_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line20_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line20_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line21_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line21_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line22_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line22_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line23_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line23_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line24a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line24a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line24b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line24b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line19_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line19_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line24c_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line24c_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line25_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line25_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line26_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line26_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
#subform[9],i485.pdf,None,False,False,None,True,True
Pt1Line10_AlienNumber[11],i485.pdf,/Tx,True,False,None,True,False
Pt8Line27_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line27_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line28_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line28_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line29_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line29_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line30_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line30_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line32_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line32_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line33_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line33_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line31_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line31_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line34_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line34_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line35_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line35_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line36_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line36_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line37_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line37_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line38_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line38_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line39_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line39_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line40_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line40_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line41_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line41_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line42_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line43_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line43_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line42_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line44_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line44_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line45_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line45_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
#subform[10],i485.pdf,None,False,False,None,True,True
Pt1Line10_AlienNumber[12],i485.pdf,/Tx,True,False,None,True,False
Pt8Line46a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46c_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46c_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46d_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46d_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46e_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line46e_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line47_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line47_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line49_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line49_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48c_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48c_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48d_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48d_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line50_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line50_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48e_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line48e_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51c_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51c_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51d_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51d_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51e_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51e_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51f_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line51f_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line52_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line52_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
#subform[11],i485.pdf,None,False,False,None,True,True
Pt1Line10_AlienNumber[13],i485.pdf,/Tx,True,False,None,True,False
Pt8Line53_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line53_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line54_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line54_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line55_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line55_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line56_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line56_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line57_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line57_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line60_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line60_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58e_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58e_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58c_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58c_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58d_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line58d_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line59_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line59_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line62_FamilyStatus[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line61_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line61_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line63_CB[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line63_CB[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line63_CB[2],i485.pdf,/Btn,False,False,None,True,False
Pt8Line63_CB[3],i485.pdf,/Btn,False,False,None,True,False
Pt8Line63_CB[4],i485.pdf,/Btn,False,False,None,True,False
Pt8Line64_CB[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line64_CB[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line64_CB[2],i485.pdf,/Btn,False,False,None,True,False
Pt8Line64_CB[3],i485.pdf,/Btn,False,False,None,True,False
Pt8Line64_CB[4],i485.pdf,/Btn,False,False,None,True,False
#subform[12],i485.pdf,None,False,False,None,True,True
Pt8Line68a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line68a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line65_CB[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line65_CB[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line65_CB[2],i485.pdf,/Btn,False,False,None,True,False
Pt8Line65_CB[3],i485.pdf,/Btn,False,False,None,True,False
Pt8Line65_CB[4],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[2],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[3],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[4],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[5],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[6],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[7],i485.pdf,/Btn,False,False,None,True,False
Pt8Line66_CB[8],i485.pdf,/Btn,False,False,None,True,False
Pt8Line68b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line68b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line68d_Column1Row1[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column1Row2[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column1Row3[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column1Row4[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column4Row1[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column4Row2[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column4Row3[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column4Row4[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column2Row1[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column2Row2[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column2Row3[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column2Row4[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column3Row1[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column3Row2[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column3Row3[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68d_Column3Row4[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column1Row1[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column1Row2[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column1Row3[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column4Row1[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column4Row2[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column4Row3[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column4Row4[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column1Row4[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column2Row1[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column2Row2[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column2Row3[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column2Row4[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column3Row1[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column3Row2[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column3Row3[0],i485.pdf,/Tx,False,False,None,True,False
Pt8Line68c_Column3Row4[0],i485.pdf,/Tx,False,False,None,True,False
Pt1Line10_AlienNumber[14],i485.pdf,/Tx,True,False,None,True,False
TextField1[0],i485.pdf,/Tx,False,False,None,True,False
#subform[13],i485.pdf,None,False,False,None,True,True
Pt1Line10_AlienNumber[15],i485.pdf,/Tx,True,False,None,True,False
Pt8Line78a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line78a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line78b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line78b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line76_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line76_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line79a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line79a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line79b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line79b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line80_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line80_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line81_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line81_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line82_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line82_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line83_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line83_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line84_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line84_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line75_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line75_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line73_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line73_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line74_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line74_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line72_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line72_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line69a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line69b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line69b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line69a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line70_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line70_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line71_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line71_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line77_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line77_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line85a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line85a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
#subform[14],i485.pdf,None,False,False,None,True,True
Pt1Line10_AlienNumber[16],i485.pdf,/Tx,True,False,None,True,False
Pt8Line85b_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line85b_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line85c_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line85c_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt8Line86b_Nationality[0],i485.pdf,/Tx,True,False,None,True,False
Pt8Line86a_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt8Line86a_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt9Line2a_Deaf[0],i485.pdf,/Btn,True,False,None,True,False
Pt9Line2a_Accommodation[0],i485.pdf,/Tx,False,False,None,True,False
Pt9Line1_YesNo[0],i485.pdf,/Btn,False,False,None,True,False
Pt9Line1_YesNo[1],i485.pdf,/Btn,False,False,None,True,False
Pt9Line2b_Blind[0],i485.pdf,/Btn,True,False,None,True,False
Pt9Line2b_Accommodation[0],i485.pdf,/Tx,False,False,None,True,False
Pt9Line2c_Other[0],i485.pdf,/Btn,True,False,None,True,False
Pt9Line2c_Accommodation[0],i485.pdf,/Tx,False,False,None,True,False
Pt10Line1_English[0],i485.pdf,/Btn,False,False,None,True,False
Pt10Line1b_Language[0],i485.pdf,/Tx,True,False,None,True,False
Pt10Line1_English[1],i485.pdf,/Btn,False,False,None,True,False
Pt10Line2_PreparerCB[0],i485.pdf,/Btn,False,False,None,True,False
Pt10Line2_Preparer[0],i485.pdf,/Tx,True,False,None,True,False
Pt10Line3_DaytimePhone[0],i485.pdf,/Tx,False,False,None,True,False
Pt10Line4_MobilePhone[0],i485.pdf,/Tx,False,False,None,True,False
Pt10Line5_Email[0],i485.pdf,/Tx,False,False,None,True,False
#subform[15],i485.pdf,None,False,False,None,True,True
Pt1Line10_AlienNumber[17],i485.pdf,/Tx,True,False,None,True,False
Pt10Line6b_Date[0],i485.pdf,/Tx,False,False,None,True,False
Pt5Line6a_Signature[0],i485.pdf,/Tx,True,False,None,True,False
Pt11Line2_OrgName[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line1b_GivenName[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line1a_FamilyName[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line3_CityOrTown[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line3_StreetNumberName[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line3_Unit[0],i485.pdf,/Btn,False,False,None,True,False
Pt11Line3_Unit[1],i485.pdf,/Btn,False,False,None,True,False
Pt11Line3_AptSteFlrNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line3_Unit[2],i485.pdf,/Btn,False,False,None,True,False
Pt11Line3_PostalCode[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line3_ZipCode[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line3_State[0],i485.pdf,/Ch,False,False,None,True,False
Pt11Line3_Country[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line3_Province[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line4_DayPhone[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line6_Email[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line5_MobilePhone[0],i485.pdf,/Tx,False,False,None,True,False
#subform[16],i485.pdf,None,False,False,None,True,True
Pt1Line10_AlienNumber[18],i485.pdf,/Tx,True,False,None,True,False
Part11_NameofLanguage[0],i485.pdf,/Tx,False,False,None,True,False
Pt11Line7b_DateofSignature[0],i485.pdf,/Tx,False,False,None,True,False
Pt5Line6a_Signature[1],i485.pdf,/Tx,True,False,None,True,False
Pt12Line1b_PreparerGivenName[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line2_BusinessName[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line1a_PreparerFamilyName[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line3_CityOrTown[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line3_StreetNumberName[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line3_Unit[0],i485.pdf,/Btn,False,False,None,True,False
Pt12Line3_Unit[1],i485.pdf,/Btn,False,False,None,True,False
Pt12Line3_AptSteFlrNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line3_Unit[2],i485.pdf,/Btn,False,False,None,True,False
Pt12Line3_PostalCode[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line3_ZipCode[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line3_State[0],i485.pdf,/Ch,False,False,None,True,False
Pt12Line3_Country[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line3_Province[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line5_MobileNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line4_DaytimePhoneNumber1[0],i485.pdf,/Tx,False,False,None,True,False
Pt12Line6_Email[0],i485.pdf,/Tx,False,False,None,True,False
Part12Line7_Checkbox[0],i485.pdf,/Btn,False,False,None,True,False
Part12Line7_Checkbox[1],i485.pdf,/Btn,False,False,None,True,False
Part12Line7b_Extend[0],i485.pdf,/Btn,True,False,None,True,False
Part12Line7b_NotExtend[0],i485.pdf,/Btn,True,False,None,True,False
#subform[17],i485.pdf,None,False,False,None,True,True
Pt1Line10_AlienNumber[19],i485.pdf,/Tx,True,False,None,True,False
Pt12Line8a_Signature[0],i485.pdf,/Tx,True,False,None,True,False
Pt12Line8b_DateofSignature[0],i485.pdf,/Tx,False,False,None,True,False
Pt13_USCISSignature[0],i485.pdf,/Tx,True,False,None,True,False
Pt13_USCISOfficer[0],i485.pdf,/Tx,True,False,None,True,False
Pt13_ApplicantSignature[0],i485.pdf,/Tx,True,False,None,True,False
Pt13_DateofSignature[0],i485.pdf,/Tx,True,False,None,True,False
Pt13_Corrections1[0],i485.pdf,/Tx,False,False,None,True,False
Pt13_Corrections2[0],i485.pdf,/Tx,False,False,None,True,False
Pt13_Pages1[0],i485.pdf,/Tx,False,False,None,True,False
Pt13_Pages2[0],i485.pdf,/Tx,False,False,None,True,False
#subform[18],i485.pdf,None,False,False,None,True,True
Pt14Line3a_PageNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line3b_PartNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line3c_ItemNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line3d_AdditionalInfo[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line4a_PageNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line4b_PartNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line4c_ItemNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line4d_AdditionalInfo[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line5a_PageNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line5b_PartNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line5c_ItemNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line5d_AdditionalInfo[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line6a_PageNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line6b_PartNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line6c_ItemNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line6d_AdditionalInfo[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line7a_PageNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line7b_PartNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line7c_ItemNumber[0],i485.pdf,/Tx,False,False,None,True,False
Pt14Line7d_AdditionalInfo[0],i485.pdf,/Tx,False,False,None,True,False
Pt1Line1a_FamilyName[1],i485.pdf,/Tx,True,False,None,True,False
Pt1Line1b_GivenName[1],i485.pdf,/Tx,True,False,None,True,False
Pt1Line1c_MiddleName[1],i485.pdf,/Tx,True,False,None,True,False
Pt1Line10_AlienNumber[20],i485.pdf,/Tx,True,False,None,True,False
Pt1Line10_AlienNumber[21],i485.pdf,/Tx,True,False,None,True,False
#subform[19],i485.pdf,None,False,False,None,True,True
form1[0],i485.pdf,None,False,False,None,False,True
PDF417BarCode1[0],i130.pdf,/Tx,True,False,None,True,False
Page1[0],i130.pdf,None,False,False,None,True,True
Page1[1],i130.pdf,None,False,False,None,True,True
Page1[2],i130.pdf,None,False,False,None,True,True
Page1[3],i130.pdf,None,False,False,None,True,True
Page1[4],i130.pdf,None,False,False,None,True,True
Page1[5],i130.pdf,None,False,False,None,True,True
Page1[6],i130.pdf,None,False,False,None,True,True
Page1[7],i130.pdf,None,False,False,None,True,True
Page1[8],i130.pdf,None,False,False,None,True,True
Page1[9],i130.pdf,None,False,False,None,True,True
Page1[10],i130.pdf,None,False,False,None,True,True
Page1[11],i130.pdf,None,False,False,None,True,True
#pageSet[0],i130.pdf,None,False,False,None,True,True
Pt2Line11_SSN[0],i130.pdf,/Tx,False,False,None,True,False
CheckBox1[0],i130.pdf,/Btn,False,False,None,True,False
VolagNumber[0],i130.pdf,/Tx,False,False,None,True,False
AttorneyStateBarNumber[0],i130.pdf,/Tx,False,False,None,True,False
USCISOnlineAcctNumber[0],i130.pdf,/Tx,False,False,None,True,False
Pt1Line1_Spouse[0],i130.pdf,/Btn,False,False,None,True,False
Pt1Line1_Siblings[0],i130.pdf,/Btn,False,False,None,True,False
Pt1Line1_Parent[0],i130.pdf,/Btn,False,False,None,True,False
Pt1Line1_Child[0],i130.pdf,/Btn,False,False,None,True,False
Pt1Line2_InWedlock[0],i130.pdf,/Btn,False,False,None,True,False
