Field_Name,Tooltip,Field_Type,Needs_Review,Confidence,Part,Part_Num,Line,Subline,Base_Field_Type,Position,Domains,Personas,Biographical_Subcategories
Pt4Line26_ZipCode[0],Part 4. Information About Beneficiary. Beneficiary's Employment Information. 51. F. Enter Zip Code.,ZipCode,False,1.8,Part 4,4,Line 26,,ZipCode,0,employment(1.8),applicant(2.0),contact_info(1.6)
Pt4Line27_DateEmploymentBegan[0],"Part 4. Information About Beneficiary. Beneficiary's Employment Information. 52. Enter Date Employment Began. Enter as 2 digit month, 2 digit day and 4 digit year.",DateEmploymentBegan,False,1.8,Part 4,4,Line 27,,DateEmploymentBegan,0,employment(1.8),applicant(2.0),unknown(0.0)
Pt4Line28_No[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 53. Was the beneficiary EVER in immigration proceedings? Select No.,No,False,1.8,Part 4,4,Line 28,,No,0,immigration(1.8),applicant(2.0),unknown(0.0)
Pt4Line28_Yes[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 53. Was the beneficiary EVER in immigration proceedings? Select Yes.,Yes,False,1.8,Part 4,4,Line 28,,Yes,0,immigration(1.8),applicant(2.0),unknown(0.0)
Pt4Line2_USCISOnlineActNumber[0],"Part 4. Information About Beneficiary. 2. Enter U S C I S Online Account Number, if any.",USCISOnlineActNumber,False,0.0,Part 4,4,Line 2,,USCISOnlineActNumber,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line30a_FamilyName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Provide information about the beneficiary's spouse and children. Person 1. 25. A. Enter Family Name (Last Name).,FamilyName,False,1.8,Part 4,4,Line 30,a,FamilyName,0,biographical(1.8),applicant(2.0); family(1.8),core_identity(1.8); family_info(1.8); marital_status(1.8)
Pt4Line30b_GivenName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 1. 25. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 30,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line30c_MiddleName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 1. 25. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 30,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line31_Relationship[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 1. 26. Enter Relationship.,Relationship,False,0.0,Part 4,4,Line 31,,Relationship,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line32_DateOfBirth[0],"Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 1. 27. Enter Date of Birth. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfBirth,False,1.8,Part 4,4,Line 32,,DateOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line34a_FamilyName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 2. 29. A. Enter Family Name (Last Name).,FamilyName,False,1.8,Part 4,4,Line 34,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line34b_GivenName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 2. 29. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 34,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line34c_MiddleName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 2. 29. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 34,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line35_Relationship[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 2. 30. Enter Relationship.,Relationship,False,0.0,Part 4,4,Line 35,,Relationship,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line36_DateOfBirth[0],"Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 2. 31. Enter Date of Birth. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfBirth,False,1.8,Part 4,4,Line 36,,DateOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line37_CountryOfBirth[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 2. 32. Enter Country of Birth.,CountryOfBirth,False,1.8,Part 4,4,Line 37,,CountryOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line38a_FamilyName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 3. 33. A. Enter Family Name (Last Name).,FamilyName,False,1.8,Part 4,4,Line 38,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line38b_GivenName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 3. 33. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 38,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line38c_MiddleName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 3. 33. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 38,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line39_Relationship[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 3. 34. Enter Relationship.,Relationship,False,0.0,Part 4,4,Line 39,,Relationship,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line3_SSN[0],"Part 4. Information About Beneficiary. 3. Enter U.S. Social Security Number, if any.",SSN,False,0.0,Part 4,4,Line 3,,SSN,0,unknown(0.0),applicant(2.0),core_identity(1.8)
Pt4Line40_DateOfBirth[0],"Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 3. 35. Enter Date of Birth. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfBirth,False,1.8,Part 4,4,Line 40,,DateOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line41_CountryOfBirth[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 3. 36. Enter Country of Birth.,CountryOfBirth,False,1.8,Part 4,4,Line 41,,CountryOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line42a_FamilyName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 4. 37. A. Enter Family Name (Last Name).,FamilyName,False,1.8,Part 4,4,Line 42,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line42b_GivenName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 4. 37. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 42,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line42c_MiddleName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 4. 37. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 42,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line43_Relationship[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 4. 38. Enter Relationship.,Relationship,False,0.0,Part 4,4,Line 43,,Relationship,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line44_DateOfBirth[0],"Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 4. 39. Enter Date of Birth. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfBirth,False,1.8,Part 4,4,Line 44,,DateOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line45_CountryOfBirth[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 4. 40. Enter Country of Birth.,CountryOfBirth,False,1.8,Part 4,4,Line 45,,CountryOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line46a_FamilyName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 5. 41. A. Enter Family Name (Last Name).,FamilyName,False,1.8,Part 4,4,Line 46,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line46b_GivenName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 5. 41. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 46,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line46c_MiddleName[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 5. 41. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 46,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line47_Relationship[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 5. 42. Enter Relationship.,Relationship,False,0.0,Part 4,4,Line 47,,Relationship,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line48_DateOfBirth[0],"Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 5. 43. Enter Date of Birth. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfBirth,False,1.8,Part 4,4,Line 48,,DateOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line49_CountryOfBirth[0],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 1. 28. Enter Country of Birth.,CountryOfBirth,False,1.8,Part 4,4,Line 49,,CountryOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line49_CountryOfBirth[1],Part 4. Information About Beneficiary. Information About Beneficiary's Family. Person 5. 44. Enter Country of Birth.,CountryOfBirth,False,1.8,Part 4,4,Line 49,,CountryOfBirth,1,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line4a_FamilyName[0],Part 4. Information About Beneficiary. Beneficiary's Full Name. 4. A. Enter Family Name (Last Name).,FamilyName,False,1.8,Part 4,4,Line 4,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line4b_GivenName[0],Part 4. Information About Beneficiary. Beneficiary's Full Name. 4. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 4,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line4c_MiddleName[0],Part 4. Information About Beneficiary. Beneficiary's Full Name. 4. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 4,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line53_DaytimePhoneNumber[0],"Part 7. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 5. Enter Interpreter's Mobile Telephone Number, if any.",DaytimePhoneNumber,False,2.0,Part 4,4,Line 53,,DaytimePhoneNumber,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt4Line54_Exclusion[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 54. If you answered ""Yes,"" select the type of proceedings and provide the location and date of the proceedings. Select Exclusion / Deportation.",Exclusion,False,0.0,Part 4,4,Line 54,,Exclusion,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line54_JudicialProceedings[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 54. If you answered ""Yes,"" select the type of proceedings and provide the location and date of the proceedings. Select Other Judicial Proceedings.",JudicialProceedings,False,0.0,Part 4,4,Line 54,,JudicialProceedings,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line54_Removal[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 54. If you answered ""Yes,"" select the type of proceedings and provide the location and date of the proceedings. Select Removal.",Removal,False,0.0,Part 4,4,Line 54,,Removal,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line54_Rescission[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 54. If you answered ""Yes,"" select the type of proceedings and provide the location and date of the proceedings. Select Rescission.",Rescission,False,0.0,Part 4,4,Line 54,,Rescission,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line55a_CityOrTown[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 55. A. Enter City or Town.,CityOrTown,False,0.0,Part 4,4,Line 55,a,CityOrTown,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt4Line55a_FamilyName[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. If the beneficiary's native written language does not use Roman letters, type or print his or her name and foreign address in their native written language. 57. A. Enter Family Name (Last Name).",FamilyName,False,1.8,Part 4,4,Line 55,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8); contact_info(1.6)
Pt4Line55b_GivenName[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 57. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 55,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line55b_State[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 55. B. Select State from List of States.,State,False,0.0,Part 4,4,Line 55,b,State,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt4Line55c_MiddleName[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 57. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 55,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line56_AptSteFlrNumber[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. B. Enter Apartment, Suite or Floor Number.",AptSteFlrNumber,False,0.0,Part 4,4,Line 56,,AptSteFlrNumber,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line56_CityOrTown[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. C. Enter City or Town.,CityOrTown,False,0.0,Part 4,4,Line 56,,CityOrTown,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt4Line56_Country[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. F. Enter Country.,Country,False,0.0,Part 4,4,Line 56,,Country,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line56_Date[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 56. Enter Date. Enter as 2 digit month, 2 digit day and 4 digit year.",Date,False,0.0,Part 4,4,Line 56,,Date,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line56_PostalCode[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. E. Enter Postal Code.,PostalCode,False,0.0,Part 4,4,Line 56,,PostalCode,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt4Line56_Province[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. D. Enter Province.,Province,False,0.0,Part 4,4,Line 56,,Province,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line56_StreetNumberName[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. A. Enter Street Number and Name.,StreetNumberName,False,1.8,Part 4,4,Line 56,,StreetNumberName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line56_Unit[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. B. Select Apartment.,Unit,False,0.0,Part 4,4,Line 56,,Unit,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line56_Unit[1],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. B. Select Suite.,Unit,False,0.0,Part 4,4,Line 56,,Unit,1,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line56_Unit[2],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 58. B. Select Floor.,Unit,False,0.0,Part 4,4,Line 56,,Unit,2,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line57_AptSteFlrNumber[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. B. Enter Apartment, Suite or Floor.",AptSteFlrNumber,False,0.0,Part 4,4,Line 57,,AptSteFlrNumber,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line57_CityOrTown[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. C. Enter City or Town.,CityOrTown,False,0.0,Part 4,4,Line 57,,CityOrTown,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt4Line57_Country[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. H. Enter Country.,Country,False,0.0,Part 4,4,Line 57,,Country,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line57_PostalCode[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. G. Enter Postal Code.,PostalCode,False,0.0,Part 4,4,Line 57,,PostalCode,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt4Line57_Province[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. F. Enter Province.,Province,False,0.0,Part 4,4,Line 57,,Province,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line57_State[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. D. Select State from List of States.,State,False,0.0,Part 4,4,Line 57,,State,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt4Line57_StreetNumberName[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. If filing for your spouse, provide the last address at which you physically lived together. If you never lived together, type or print, ""Never lived together"" in Item Number 59. A. 59. A. Street Number and Name.",StreetNumberName,False,1.8,Part 4,4,Line 57,,StreetNumberName,0,biographical(1.8),applicant(2.0); family(1.8),core_identity(1.8); contact_info(1.6); family_info(1.8); marital_status(1.8)
Pt4Line57_Unit[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. B. Select Apartment.,Unit,False,0.0,Part 4,4,Line 57,,Unit,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line57_Unit[1],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. B. Select Suite.,Unit,False,0.0,Part 4,4,Line 57,,Unit,1,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line57_Unit[2],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. B. Select Floor.,Unit,False,0.0,Part 4,4,Line 57,,Unit,2,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line57_ZipCode[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. 59. E. Enter Zip Code.,ZipCode,False,0.0,Part 4,4,Line 57,,ZipCode,0,unknown(0.0),applicant(2.0),contact_info(1.6)
Pt4Line58a_DateFrom[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 60. A. Enter Date From. Enter as 2 digit month, 2 digit day and 4 digit year.",DateFrom,False,0.0,Part 4,4,Line 58,a,DateFrom,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line58b_DateTo[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. 60. B. Enter Date To. Enter as 2 digit month, 2 digit day and 4 digit year.",DateTo,False,0.0,Part 4,4,Line 58,b,DateTo,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line5b_GivenName[0],"Part 4. Information About Beneficiary. Other Names Used, if any. 5. B. Enter Given Name (First Name).",GivenName,False,1.8,Part 4,4,Line 5,b,GivenName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line5c_MiddleName[0],"Part 4. Information About Beneficiary. Other Names Used, if any. 5. C. Enter Middle Name.",MiddleName,False,1.8,Part 4,4,Line 5,c,MiddleName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line60a_CityOrTown[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. The beneficiary is in the United States and will apply for adjustment of status to that of a lawful permanent resident at the U.S. Citizenship and Immigration Services (U S C I S) office in. 61. A. Enter City or Town.,CityOrTown,False,1.8,Part 4,4,Line 60,a,CityOrTown,0,immigration(1.8),applicant(2.0),contact_info(1.6)
Pt4Line60b_State[0],Part 4. Information About Beneficiary. Additional Information About Beneficiary. The beneficiary is in the United States and will apply for adjustment of status to that of a lawful permanent resident at the U.S. Citizenship and Immigration Services (U S C I S) office in. 61. B. Select State from List of States.,State,False,1.8,Part 4,4,Line 60,b,State,0,immigration(1.8),applicant(2.0),contact_info(1.6)
Pt4Line61a_CityOrTown[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. The beneficiary will not apply for adjustment of status in the United States, but he or she will apply for an immigrant visa abroad at the U.S. Embassy or U.S. Consulate in: 62. A. Enter City or Town.",CityOrTown,False,1.8,Part 4,4,Line 61,a,CityOrTown,0,immigration(1.8),applicant(2.0),contact_info(1.6)
Pt4Line61b_Province[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. The beneficiary will not apply for adjustment of status in the United States, but he or she will apply for an immigrant visa abroad at the U.S. Embassy or U.S. Consulate in: 62. B. Enter Province.",Province,False,1.8,Part 4,4,Line 61,b,Province,0,immigration(1.8),applicant(2.0),contact_info(1.6)
Pt4Line61c_Country[0],"Part 4. Information About Beneficiary. Additional Information About Beneficiary. The beneficiary will not apply for adjustment of status in the United States, but he or she will apply for an immigrant visa abroad at the U.S. Embassy or U.S. Consulate in. 62. C. Enter Country. NOTE: Choosing a U.S. Embassy or U.S. Consulate outside the country of the beneficiary's last residence does not guarantee that it will accept the beneficiary's case for processing. In these situations, the designated U.S. Embassy or U.S. Consulate has discretion over whether or not to accept the beneficiary's case.",Country,False,1.8,Part 4,4,Line 61,c,Country,0,immigration(1.8),applicant(2.0),contact_info(1.6)
Pt4Line6a_FamilyName[0],"Part 5. Other Information. If you are also submitting separate petitions for other relatives, provide the names of and your relationship to each relative. Relative 1. 6. A. Enter Family Name (Last Name).",FamilyName,False,1.8,Part 4,4,Line 6,a,FamilyName,0,biographical(1.8),applicant(2.0); family(1.8),core_identity(1.8)
Pt4Line6b_GivenName[0],Part 5. Other Information. Relative 1. 6. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 6,b,GivenName,0,biographical(1.8),family(1.8),core_identity(1.8)
Pt4Line6c_MiddleName[0],Part 5. Other Information. Relative 1. 6. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 6,c,MiddleName,0,biographical(1.8),family(1.8),core_identity(1.8)
Pt4Line7_CityTownOfBirth[0],Part 4. Information About Beneficiary. Other Information About Beneficiary. 6. Enter City / Town / Village of Birth.,CityTownOfBirth,False,1.8,Part 4,4,Line 7,,CityTownOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8); contact_info(1.6)
Pt4Line7_Relationship[0],Part 5. Other Information. Relative 1. 7. Enter Relationship.,Relationship,False,0.0,Part 4,4,Line 7,,Relationship,0,unknown(0.0),family(1.8),unknown(0.0)
Pt4Line8_CountryOfBirth[0],Part 4. Information About Beneficiary. Other Information About Beneficiary. 7. Enter Country of Birth.,CountryOfBirth,False,1.8,Part 4,4,Line 8,,CountryOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line8a_FamilyName[0],Part 5. Other Information. Relative 2. 8. A. Enter Family Name (Last Name).,FamilyName,False,1.8,Part 4,4,Line 8,a,FamilyName,0,biographical(1.8),family(1.8),core_identity(1.8)
Pt4Line8b_GivenName[0],Part 5. Other Information. Relative 2. 8. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 4,4,Line 8,b,GivenName,0,biographical(1.8),family(1.8),core_identity(1.8)
Pt4Line8c_MiddleName[0],Part 5. Other Information. Relative 2. 8. C. Enter Middle Name.,MiddleName,False,1.8,Part 4,4,Line 8,c,MiddleName,0,biographical(1.8),family(1.8),core_identity(1.8)
Pt4Line9_DateOfBirth[0],"Part 4. Information About Beneficiary. Other Information About Beneficiary. 8. Enter Date of Birth. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfBirth,False,1.8,Part 4,4,Line 9,,DateOfBirth,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt4Line9_Female[0],Part 4. Information About Beneficiary. Other Information About Beneficiary. 9. Sex. Select Female.,Female,False,0.0,Part 4,4,Line 9,,Female,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line9_Male[0],Part 4. Information About Beneficiary. Other Information About Beneficiary. 9. Sex. Select Male.,Male,False,0.0,Part 4,4,Line 9,,Male,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt4Line9_Relationship[0],Part 5. Other Information. Relative 2. 9. Enter Relationship.,Relationship,False,0.0,Part 4,4,Line 9,,Relationship,0,unknown(0.0),family(1.8),unknown(0.0)
Pt5Line2a_FamilyName[0],"Part 5. Other Information. If you answered ""Yes,"" provide the name, place, date of filing, and the result. 2. A. Enter Family Name (Last Name).",FamilyName,False,1.8,Part 5,5,Line 2,a,FamilyName,0,biographical(1.8),applicant(2.0),core_identity(1.8)
Pt5Line2b_GivenName[0],Part 5. Other Information. 2. B. Enter Given Name (First Name).,GivenName,False,1.8,Part 5,5,Line 2,b,GivenName,0,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt5Line2c_MiddleName[0],Part 5. Other Information. 2. C. Enter Middle Name.,MiddleName,False,1.8,Part 5,5,Line 2,c,MiddleName,0,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt5Line3a_CityOrTown[0],Part 5. Other Information. 3. A. Enter City or Town.,CityOrTown,False,0.0,Part 5,5,Line 3,a,CityOrTown,0,unknown(0.0),unknown(0.0),contact_info(1.6)
Pt5Line3b_State[0],Part 5. Other Information. 3. B. Select State from List of States.,State,False,0.0,Part 5,5,Line 3,b,State,0,unknown(0.0),unknown(0.0),contact_info(1.6)
Pt5Line4_DateFiled[0],"Part 5. Other Information. 4. Enter Date Filed. Enter as 2 digit month, 2 digit day and 4 digit year.",DateFiled,False,0.0,Part 5,5,Line 4,,DateFiled,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt5Line5_Result[0],"Part 5. Other Information. 5. Enter Result (for example, approved, denied, withdrawn).",Result,False,0.0,Part 5,5,Line 5,,Result,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt6Line1Checkbox[0],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. NOTE: Read the Penalties section of the Form I - 130 Instructions before completing this part. Petitioner's Statement. NOTE: Select the box for either Item Number 1. A. or 1. B. If applicable, select the box for Item Number 2. 1. A. Select I can read and understand English, and I have read and understand every question and instruction on this petition and my answer to every question.",Pt6Line1Checkbox,False,2.0,Part 6,6,,,Pt6Line1Checkbox,0,office(2.0),applicant(2.0),contact_info(1.6)
Pt6Line1Checkbox[1],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. Petitioner's Statement. NOTE: Select the box for either Item Number 1. A. or 1. B. If applicable, select the box for Item Number 2. 1. B. Select The interpreter named in Part 7. read to me every question and instruction on this petition and my answer to every question in a language in which I am fluent. I understood all of this information as interpreted.",Pt6Line1Checkbox,False,2.0,Part 6,6,,,Pt6Line1Checkbox,1,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt6Line1b_Language[0],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. Petitioner's Statement. 1. B. Enter Language.",Language,False,2.0,Part 6,6,Line 1,b,Language,0,office(2.0),unknown(0.0),contact_info(1.6)
Pt6Line2_Checkbox[0],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. Petitioner's Statement. NOTE: Select the box for either Item Number 1. A. or 1. B. If applicable, select the box for Item Number 2. 2. Select At my request, the preparer named in Part 8. prepared this petition for me based only upon information I provided or authorized.",Checkbox,False,2.0,Part 6,6,Line 2,,Checkbox,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt6Line2_RepresentativeName[0],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. Petitioner's Statement. 2. Enter Name of Preparer.",RepresentativeName,False,2.0,Part 6,6,Line 2,,RepresentativeName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt6Line3_DaytimePhoneNumber[0],"Part 6. Petitioner's Statement, Contact Information, Declaration, and Signature. Petitioner's Contact Information. 3. Enter Petitioner's Daytime Telephone Number.",DaytimePhoneNumber,False,2.0,Part 6,6,Line 3,,DaytimePhoneNumber,0,biographical(1.8); office(2.0),unknown(0.0),contact_info(1.6)
